"Anyphaenidae","Hibana spp. ","13","LH","Qt","5","Araneae","Hibana","spp.","","MS2","","","","","","M","","","","","Sweep","","","","1","","","","","2-Feb","X","","","x","","","1","94","2/26/1994","LH Qt 5 MS2","Hibana spp.","13 Qt 5","12115"
"Thomisidae","Misumenops spp. ","13","LH","Qt","5","Araneae","Misumenops","spp.","","US","","","","","","U","","","","","Sweep","","","","1","","","","","2-Feb","X","","x","x","","","1","94","2/26/1994","LH Qt 5 US","Misumenops spp.","13 Qt 5","12115"
"Theridiidae","Theridion spp. ","13","LH","Qt","11","Araneae","Theridion","spp.","","LB1","","","","","","L","","","","","BEAT","","","","2","","","","","2-Feb","X","","","x","","","2","94","2/26/1994","LH Qt 11 LB1","Theridion spp.","13 Qt 11","12115"
"Araneidae","Mangora spp. ","13","LH","Qt","11","Araneae","Mangora","spp.","","LB1","","","","","","L","","","","","BEAT","","","","1","","","","","2-Feb","X","","","x","","","1","94","2/26/1994","LH Qt 11 LB1","Mangora spp.","13 Qt 11","12115"
"Salticidae","Hentzia mitrata ","13","LH","Qt","11","Araneae","Hentzia","mitrata","","LB1","","","","","","L","","","","","BEAT","","","","","1","","","","2-Feb","X","","","x","","","1","94","2/26/1994","LH Qt 11 LB1","Hentzia mitrata","13 Qt 11","12115"
"Salticidae","Hentzia spp. ","13","LH","Qt","11 ","Araneae","Hentzia","spp.","","LB1","","","","","","L","","","","","BEAT","","","","1","","","","","2-Feb","X","","","x","","","1","94","2/26/1994","LH Qt 11  LB1","Hentzia spp.","13 Qt 11 ","12115"
"Araneidae","Mangora placida ","13","LH","Qt","11","Araneae","Mangora","placida","","LB2","","","","","","L","","","","","BEAT","","","","","","1","","","2-Feb","X","","","x","","","1","94","2/26/1994","LH Qt 11 LB2","Mangora placida","13 Qt 11","12115"
"Theridiidae","Theridion spp. ","13","LH","Qt","13","Araneae","Theridion","spp.","","LB1","","","","","","L","","","","","BEAT","","","","3","","","","","2-Feb","X","","","x","","","3","94","2/26/1994","LH Qt 13 LB1","Theridion spp.","13 Qt 13","12115"
"Thomisidae","Tmarus spp. ","13","LH","Qt","13","Araneae","Tmarus","spp.","","LB1","","","","","","L","","","","","BEAT","","","","1","","","","","2-Feb","X","","","x","","","1","94","2/26/1994","LH Qt 13 LB1","Tmarus spp.","13 Qt 13","12115"
"Tetragnathidae","Tetragnatha laboriosa ","13","LH","Qt","13","Araneae","Tetragnatha","laboriosa","","LB1","","","","","","L","","","","","BEAT","","","","1","","","","","2-Feb","X","","","x","","","1","94","2/26/1994","LH Qt 13 LB1","Tetragnatha laboriosa","13 Qt 13","12115"
"Thomisidae","Misumenops spp. ","13","LH","Qt","13","Araneae","Misumenops","spp.","","LB2","","","","","","L","","","","","BEAT","","","","1","","","","","2-Feb","X","","","x","","","1","94","2/26/1994","LH Qt 13 LB2","Misumenops spp.","13 Qt 13","12115"
"Tetragnathidae","Tetragnatha laboriosa ","13","LH","Qt","13","Araneae","Tetragnatha","laboriosa","","US","","","","","","U","","","","","BEAT","","","","2","","","","","2-Feb","X","","x","x","","","2","94","2/26/1994","LH Qt 13 US","Tetragnatha laboriosa","13 Qt 13","12115"
"Araneidae","Eustala spp. ","13","LH","Qt","13 ","Araneae","Eustala","spp.","","US","","","","","","U","","","","","BEAT","","","","1","","","","","2-Feb","X","","x","x","","","1","94","2/26/1994","LH Qt 13  US","Eustala spp.","13 Qt 13 ","12115"
"Oxyopidae","Oxyopes salticus ","13","LH","Qt","15","Araneae","Oxyopes","salticus","","LS1","","","","","","L","","","","","Sweep","","","","1","","","","","2-Feb","X","","x","x","","","1","94","2/26/1994","LH Qt 15 LS1","Oxyopes salticus","13 Qt 15","12115"
"Araneidae","Ocrepeira spp. ","13","LH","Qt","15 ","Araneae","Ocrepeira","spp.","","LS1","","","","","","L","","","","","Sweep","","","","1","","","","","2-Feb","X","","x","x","","","1","94","2/26/1994","LH Qt 15  LS1","Ocrepeira spp.","13 Qt 15 ","12115"
"Araneidae","Mangora spp. ","13","LH","Qt","15 ","Araneae","Mangora","spp.","","LS1","","","","","","L","","","","","Sweep","","","","1","","","","","2-Feb","X","","x","x","","","1","94","2/26/1994","LH Qt 15  LS1","Mangora spp.","13 Qt 15 ","12115"
"Theridiidae","Theridion spp. ","13","LH","Qt","15 ","Araneae","Theridion","spp.","","LS2","","","","","","L","","","","","Sweep","","","","2","","","","","2-Feb","X","","x","x","","","2","94","2/26/1994","LH Qt 15  LS2","Theridion spp.","13 Qt 15 ","12115"
"Thomisidae","Bassaniana spp. ","13","LH","Qt","15","Araneae","Bassaniana","spp.","","LS2","","","","","","L","","","","","Sweep","","","","1","","","","","2-Feb","X","","x","x","","","1","94","2/26/1994","LH Qt 15 LS2","Bassaniana spp.","13 Qt 15","12115"
"Oxyopidae","Hamataliwa spp. ","13","LH","Qt","15","Araneae","Hamataliwa","spp.","","MS1","","","","","","M","","","","","Sweep","","","","1","","","","","2-Feb","X","","x","x","","","1","94","2/26/1994","LH Qt 15 MS1","Hamataliwa spp.","13 Qt 15","12115"
"Theridiidae","Theridion spp. ","13","LH","Qt","15","Araneae","Theridion","spp.","","MS2","","","","","","M","","","","","Sweep","","","","1","","","","","2-Feb","X","","","x","","","1","94","2/26/1994","LH Qt 15 MS2","Theridion spp.","13 Qt 15","12115"
"Araneidae","unidentified immatures ","13","LH","Qt","15","Araneae","unidentified","immatures","","MS2","","","","","","M","","","","","Sweep","","","","1","","","","","2-Feb","X","","","x","","","1","94","2/26/1994","LH Qt 15 MS2","unidentified immatures","13 Qt 15","12115"
"Thomisidae","Misumenops spp. ","13","LH","Qt","15","Araneae","Misumenops","spp.","","US","","","","","","U","","","","","Sweep","","","","1","","","","","2-Feb","X","","x","x","","","1","94","2/26/1994","LH Qt 15 US","Misumenops spp.","13 Qt 15","12115"
"Linyphiidae","unidentified immatures ","13","LH","Qv","4","Araneae","unidentified","immatures","","LS1","","","","","","L","","","","","Sweep","","","","1","","","","","2-Feb","X","","x","x","","","1","94","2/26/1994","LH Qv 4 LS1","unidentified immatures","13 Qv 4","12115"
"Tetragnathidae","Tetragnatha laboriosa ","13","LH","Qv","4","Araneae","Tetragnatha","laboriosa","","LS2","","","","","","L","","","","","Sweep","","","","1","","","","","2-Feb","X","","x","x","","","1","94","2/26/1994","LH Qv 4 LS2","Tetragnatha laboriosa","13 Qv 4","12115"
"Thomisidae","Misumenops sp. A ","13","LH","Qv","4","Araneae","Misumenops","sp. A","","LS2","","","","","","L","","","","","Sweep","","","","","","1","","","2-Feb","X","","x","x","","","1","94","2/26/1994","LH Qv 4 LS2","Misumenops sp. A","13 Qv 4","12115"
"Oxyopidae","Oxyopes salticus ","13","LH","Qv","4","Araneae","Oxyopes","salticus","","MS2","","","","","","M","","","","","Sweep","","","","1","","","","","2-Feb","X","","","x","","","1","94","2/26/1994","LH Qv 4 MS2","Oxyopes salticus","13 Qv 4","12115"
"Thomisidae","Tmarus spp. ","13","LH","Qv","5","Araneae","Tmarus","spp.","","LB1","","","","","","L","","","","","BEAT","","","","1","","","","","2-Feb","X","","","x","","","1","94","2/26/1994","LH Qv 5 LB1","Tmarus spp.","13 Qv 5","12115"
"Araneidae","Ocrepeira spp. ","13","LH","Qv","5","Araneae","Ocrepeira","spp.","","LB1","","","","","","L","","","","","BEAT","","","","1","","","","","2-Feb","X","","","x","","","1","94","2/26/1994","LH Qv 5 LB1","Ocrepeira spp.","13 Qv 5","12115"
"Linyphiidae","Ceraticelus spp. ","13","LH","Qv","5","Araneae","Ceraticelus","spp.","","LB1","","","","","","L","","","","","BEAT","","","","","","1","","","2-Feb","X","","","x","","","1","94","2/26/1994","LH Qv 5 LB1","Ceraticelus spp.","13 Qv 5","12115"
"Anyphaenidae","Hibana spp. ","13","LH","Qv","5","Araneae","Hibana","spp.","","LB2","","","","","","L","","","","","BEAT","","","","3","","","","","2-Feb","X","","","x","","","3","94","2/26/1994","LH Qv 5 LB2","Hibana spp.","13 Qv 5","12115"
"Araneidae","Ocrepeira spp. ","13","LH","Qv","5","Araneae","Ocrepeira","spp.","","LB2","","","","","","L","","","","","BEAT","","","","1","","","","","2-Feb","X","","","x","","","1","94","2/26/1994","LH Qv 5 LB2","Ocrepeira spp.","13 Qv 5","12115"
"Thomisidae","Misumenops spp. ","13","LH","Qv","5","Araneae","Misumenops","spp.","","LB2","","","","","","L","","","","","BEAT","","","","1","","","","","2-Feb","X","","","x","","","1","94","2/26/1994","LH Qv 5 LB2","Misumenops spp.","13 Qv 5","12115"
"Thomisidae","Tmarus angulatus ","13","LH","Qv","5","Araneae","Tmarus","angulatus","","LB2","","","","","","L","","","","","BEAT","","","","","","1","","","2-Feb","X","","","x","","","1","94","2/26/1994","LH Qv 5 LB2","Tmarus angulatus","13 Qv 5","12115"
"Tetragnathidae","Tetragnatha laboriosa ","13","LH","Qv","5","Araneae","Tetragnatha","laboriosa","","MS1","","","","","","M","","","","","BEAT","","","","1","","","","","2-Feb","X","","x","x","","","1","94","2/26/1994","LH Qv 5 MS1","Tetragnatha laboriosa","13 Qv 5","12115"
"Araneidae","Araneus spp. ","13","LH","Qv","5","Araneae","Araneus","spp.","","MS1","","","","","","M","","","","","BEAT","","","","1","","","","","2-Feb","X","","x","x","","","1","94","2/26/1994","LH Qv 5 MS1","Araneus spp.","13 Qv 5","12115"
"Salticidae","Hentzia spp. ","13","LH","Qv","5","Araneae","Hentzia","spp.","","MS2","","","","","","M","","","","","BEAT","","","","1","","","","","2-Feb","X","","","x","","","1","94","2/26/1994","LH Qv 5 MS2","Hentzia spp.","13 Qv 5","12115"
"Araneidae","Araneus spp. ","13","LH","Qv","5","Araneae","Araneus","spp.","","US","","","","","","U","","","","","BEAT","","","","1","","","","","2-Feb","X","","x","x","","","1","94","2/26/1994","LH Qv 5 US","Araneus spp.","13 Qv 5","12115"
"Thomisidae","Misumenops spp. ","13","LH","Qv","11","Araneae","Misumenops","spp.","","LS1","","","","","","L","","","","","Sweep","","","","1","","","","","2-Feb","X","","x","x","","","1","94","2/26/1994","LH Qv 11 LS1","Misumenops spp.","13 Qv 11","12115"
"Anyphaenidae","unidentified immatures ","13","LH","Qv","11","Araneae","unidentified","immatures","","LS1","","","","","","L","","","","","Sweep","","","","1","","","","","2-Feb","X","","x","x","","","1","94","2/26/1994","LH Qv 11 LS1","unidentified immatures","13 Qv 11","12115"
"Theridiidae","Theridion spp. ","13","LH","Qv","11","Araneae","Theridion","spp.","","LS2","","","","","","L","","","","","Sweep","","","","1","","","","","2-Feb","X","","x","x","","","1","94","2/26/1994","LH Qv 11 LS2","Theridion spp.","13 Qv 11","12115"
"Oxyopidae","Oxyopes scalaris ","13","LH","Qv","11","Araneae","Oxyopes","scalaris","","LS2","","","","","","L","","","","","Sweep","","","","1","","","","","2-Feb","X","","x","x","","","1","94","2/26/1994","LH Qv 11 LS2","Oxyopes scalaris","13 Qv 11","12115"
"Theridiidae","Theridion spp. ","13","LH","Qv","11","Araneae","Theridion","spp.","","MS1","","","","","","M","","","","","Sweep","","","","1","","","","","2-Feb","X","","x","x","","","1","94","2/26/1994","LH Qv 11 MS1","Theridion spp.","13 Qv 11","12115"
"Tetragnathidae","Tetragnatha laboriosa ","13","LH","Qv","11","Araneae","Tetragnatha","laboriosa","","MS2","","","","","","M","","","","","Sweep","","","","1","","","","","2-Feb","X","","","x","","","1","94","2/26/1994","LH Qv 11 MS2","Tetragnatha laboriosa","13 Qv 11","12115"
"Linyphiidae","Ceratinopsis purpurescens ","13","LH","Qv","12","Araneae","Ceratinopsis","purpurescens","","LB1","","","","","","L","","","","","BEAT","","","","","","1","","","2-Feb","X","","","x","","","1","94","2/26/1994","LH Qv 12 LB1","Ceratinopsis purpurescens","13 Qv 12","12115"
"Thomisidae","Tmarus spp. ","13","LH","Qv","12","Araneae","Tmarus","spp.","","LB1","","","","","","L","","","","","BEAT","","","","1","","","","","2-Feb","X","","","x","","","1","94","2/26/1994","LH Qv 12 LB1","Tmarus spp.","13 Qv 12","12115"
"Oxyopidae","Oxyopes scalaris ","13","LH","Qv","12","Araneae","Oxyopes","scalaris","","LB2","","","","","","L","","","","","BEAT","","","","1","","","","","2-Feb","X","","","x","","","1","94","2/26/1994","LH Qv 12 LB2","Oxyopes scalaris","13 Qv 12","12115"
"Thomisidae","Tmarus angulatus ","13","LH","Qv","12","Araneae","Tmarus","angulatus","","LB2","","","","","","L","","","","","BEAT","","","","","","1","","","2-Feb","X","","","x","","","1","94","2/26/1994","LH Qv 12 LB2","Tmarus angulatus","13 Qv 12","12115"
"Anyphaenidae","Hibana spp. ","13","LH","Qv","12","Araneae","Hibana","spp.","","MS1","","","","","","M","","","","","BEAT","","","","1","","","","","2-Feb","X","","x","x","","","1","94","2/26/1994","LH Qv 12 MS1","Hibana spp.","13 Qv 12","12115"
"Araneidae","Cyclosa turbinata ","13","LH","Uc","1","Araneae","Cyclosa","turbinata","","LB2","","","","","","L","","","","","BEAT","","","","1","","","","","2-Feb","X","","","x","","","1","94","2/26/1994","LH Uc 1 LB2","Cyclosa turbinata","13 Uc 1","12115"
"Araneidae","Eustala spp. ","13","LH","Uc","1","Araneae","Eustala","spp.","","MS1","","","","","","M","","","","","BEAT","","","","1","","","","","2-Feb","X","","x","x","","","1","94","2/26/1994","LH Uc 1 MS1","Eustala spp.","13 Uc 1","12115"
"Tetragnathidae","Tetragnatha laboriosa ","13","LH","Uc","1","Araneae","Tetragnatha","laboriosa","","MS2","","","","","","M","","","","","BEAT","","","","1","","","","","2-Feb","X","","","x","","","1","94","2/26/1994","LH Uc 1 MS2","Tetragnatha laboriosa","13 Uc 1","12115"
"Salticidae","Eris spp. ","13","LH","Uc","1","Araneae","Eris","spp.","","MS2","","","","","","M","","","","","BEAT","","","","1","","","","","2-Feb","X","","","x","","","1","94","2/26/1994","LH Uc 1 MS2","Eris spp.","13 Uc 1","12115"
"Anyphaenidae","Hibana spp. ","13","LH","Uc","1","Araneae","Hibana","spp.","","US","","","","","","U","","","","","BEAT","","","","1","","","","","2-Feb","X","","x","x","","","1","94","2/26/1994","LH Uc 1 US","Hibana spp.","13 Uc 1","12115"
"Oxyopidae","Oxyopes scalaris ","13","LH","Uc","4","Araneae","Oxyopes","scalaris","","LS1","","","","","","L","","","","","Sweep","","","","2","","","","","2-Feb","X","","x","x","","","2","94","2/26/1994","LH Uc 4 LS1","Oxyopes scalaris","13 Uc 4","12115"
"Mimetidae","Mimetus notius ","13","LH","Uc","4","Araneae","Mimetus","notius","","LS1","","","","","","L","","","","","Sweep","","","","3","","","","","2-Feb","X","","x","x","","","3","94","2/26/1994","LH Uc 4 LS1","Mimetus notius","13 Uc 4","12115"
"Araneidae","unidentified immatures ","13","LH","Uc","4","Araneae","unidentified","immatures","","LS1","","","","","","L","","","","","Sweep","","","","1","","","","","2-Feb","X","","x","x","","","1","94","2/26/1994","LH Uc 4 LS1","unidentified immatures","13 Uc 4","12115"
"Anyphaenidae","unidentified immatures ","13","LH","Uc","4","Araneae","unidentified","immatures","","LS1","","","","","","L","","","","","Sweep","","","","2","","","","","2-Feb","X","","x","x","","","2","94","2/26/1994","LH Uc 4 LS1","unidentified immatures","13 Uc 4","12115"
"Anyphaenidae","unidentified immatures ","13","LH","Uc","4","Araneae","unidentified","immatures","","LS2","","","","","","L","","","","","Sweep","","","","1","","","","","2-Feb","X","","x","x","","","1","94","2/26/1994","LH Uc 4 LS2","unidentified immatures","13 Uc 4","12115"
"Araneidae","unidentified immatures ","13","LH","Uc","4","Araneae","unidentified","immatures","","LS2","","","","","","L","","","","","Sweep","","","","1","","","","","2-Feb","X","","x","x","","","1","94","2/26/1994","LH Uc 4 LS2","unidentified immatures","13 Uc 4","12115"
"Mimetidae","Mimetus notius ","13","LH","Uc","4","Araneae","Mimetus","notius","","LS2","","","","","","L","","","","","Sweep","","","","3","","","","","2-Feb","X","","x","x","","","3","94","2/26/1994","LH Uc 4 LS2","Mimetus notius","13 Uc 4","12115"
"Tetragnathidae","Tetragnatha laboriosa ","13","LH","Uc","4","Araneae","Tetragnatha","laboriosa","","MS1","","","","","","M","","","","","Sweep","","","","1","","","","","2-Feb","X","","x","x","","","1","94","2/26/1994","LH Uc 4 MS1","Tetragnatha laboriosa","13 Uc 4","12115"
"Araneidae","unidentified immatures ","13","LH","Uc","4","Araneae","unidentified","immatures","","US","","","","","","U","","","","","Sweep","","","","1","","","","","2-Feb","X","","x","x","","","1","94","2/26/1994","LH Uc 4 US","unidentified immatures","13 Uc 4","12115"
"Theridiidae","Theridion hidalgo ","13","LH","Uc","4","Araneae","Theridion","hidalgo","","US","","","","","","U","","","","","Sweep","","","","","","1","","","2-Feb","X","","x","x","","","1","94","2/26/1994","LH Uc 4 US","Theridion hidalgo","13 Uc 4","12115"
"Araneidae","Araneus miniatus ","13","LH","Uc","8","Araneae","Araneus","miniatus","","LB2","","","","","","L","","","","","BEAT","","","","","","1","","","2-Feb","X","","","x","","","1","94","2/26/1994","LH Uc 8 LB2","Araneus miniatus","13 Uc 8","12115"
"Theridiidae","Theridion spp. ","13","LH","Uc","8","Araneae","Theridion","spp.","","LB2","","","","","","L","","","","","BEAT","","","","1","","","","","2-Feb","X","","","x","","","1","94","2/26/1994","LH Uc 8 LB2","Theridion spp.","13 Uc 8","12115"
"Theridiidae","Dipoena spp. ","13","LH","Uc","8","Araneae","Dipoena","spp.","","LB2","","","","","","L","","","","","BEAT","","","","1","","","","","2-Feb","X","","","x","","","1","94","2/26/1994","LH Uc 8 LB2","Dipoena spp.","13 Uc 8","12115"
"Mimetidae","Mimetus notius ","13","LH","Uc","8","Araneae","Mimetus","notius","","MS1","","","","","","M","","","","","BEAT","","","","1","","","","","2-Feb","X","","x","x","","","1","94","2/26/1994","LH Uc 8 MS1","Mimetus notius","13 Uc 8","12115"
